Local Currency,$PPP,US$,Country_Hide,Product or Service,Area,Country,Consumption Segment,Level,"Sector, Category or Product"
7.79e-07,6.703958692e-07,5.182967399e-07,Turkey,"Coffee, Tea and Cocoa",National,Turkey,Middle,National,"Coffee, Tea and Cocoa"
1e-06,5.452562704e-07,3.837298542e-07,Lithuania,"Coffee, Tea and Cocoa",National,Lithuania,Middle,National,"Coffee, Tea and Cocoa"
8.94e-07,4.423552697e-07,2.813089994e-07,Romania,"Coffee, Tea and Cocoa",National,Romania,Middle,National,"Coffee, Tea and Cocoa"
9.96e-07,7.063829787e-07,2.274491893e-07,Tajikistan,"Coffee, Tea and Cocoa",National,Tajikistan,Middle,National,"Coffee, Tea and Cocoa"
9.53e-07,3.187290970e-07,1.200856855e-07,Ukraine,"Coffee, Tea and Cocoa",National,Ukraine,Middle,National,"Coffee, Tea and Cocoa"
5.26e-07,7.931242461e-08,4.252566901e-08,Moldova,"Coffee, Tea and Cocoa",National,Moldova,Middle,National,"Coffee, Tea and Cocoa"
8.92e-07,5.123197978e-08,2.937302424e-08,Russian Federation,"Coffee, Tea and Cocoa",National,Russian Federation,Middle,National,"Coffee, Tea and Cocoa"
1e-06,5.139274334e-08,2.175615699e-08,Kyrgyz Republic,"Coffee, Tea and Cocoa",National,Kyrgyz Republic,Middle,National,"Coffee, Tea and Cocoa"
9.01e-07,4.036738351e-08,1.938259654e-08,"Macedonia, FYR","Coffee, Tea and Cocoa",National,"Macedonia, FYR",Middle,National,"Coffee, Tea and Cocoa"
9.604545873e-07,2.145131633e-08,1.235646175e-08,Serbia,"Coffee, Tea and Cocoa",National,Serbia,Middle,National,"Coffee, Tea and Cocoa"
6.51e-07,1.125304662e-08,6.263469828e-09,Albania,"Coffee, Tea and Cocoa",National,Albania,Middle,National,"Coffee, Tea and Cocoa"
9.57e-07,1.015503136e-08,6.494520037e-09,Kazakhstan,"Coffee, Tea and Cocoa",National,Kazakhstan,Middle,National,"Coffee, Tea and Cocoa"
0,0,0,Armenia,"Coffee, Tea and Cocoa",National,Armenia,Middle,National,"Coffee, Tea and Cocoa"
9.25e-07,8.384531853e-10,3.105579635e-10,Belarus,"Coffee, Tea and Cocoa",National,Belarus,Middle,National,"Coffee, Tea and Cocoa"
1.123700241e-08,2.688278088e-08,2.120189134e-08,Latvia,"Coffee, Tea and Cocoa",National,Latvia,Middle,National,"Coffee, Tea and Cocoa"
6.584601317e-09,1.360454818e-08,8.721326248e-09,Montenegro,"Coffee, Tea and Cocoa",National,Montenegro,Middle,National,"Coffee, Tea and Cocoa"
7.049458688e-09,1.363531661e-08,8.778902475e-09,Azerbaijan,"Coffee, Tea and Cocoa",National,Azerbaijan,Middle,National,"Coffee, Tea and Cocoa"
4.185384369e-09,5.160769876e-09,2.833706411e-09,Bulgaria,"Coffee, Tea and Cocoa",National,Bulgaria,Middle,National,"Coffee, Tea and Cocoa"
1.920139092e-08,2.131119969e-08,1.300026467e-08,Bosnia and Herzegovina,"Coffee, Tea and Cocoa",National,Bosnia and Herzegovina,Middle,National,"Coffee, Tea and Cocoa"
7.514507475e-09,6.466873902e-09,4.999672305e-09,Turkey,"Coffee, Tea and Cocoa",National,Turkey,Middle,National,"Coffee, Tea and Cocoa"
1.346976417e-08,7.344473374e-09,5.168750640e-09,Lithuania,"Coffee, Tea and Cocoa",National,Lithuania,Middle,National,"Coffee, Tea and Cocoa"
1.134088910e-08,5.611523552e-09,3.568561705e-09,Romania,"Coffee, Tea and Cocoa",National,Romania,Middle,National,"Coffee, Tea and Cocoa"
8.893182871e-09,6.307221894e-09,2.030870717e-09,Tajikistan,"Coffee, Tea and Cocoa",National,Tajikistan,Middle,National,"Coffee, Tea and Cocoa"
2.152503124e-08,7.199007103e-09,2.712327525e-09,Ukraine,"Coffee, Tea and Cocoa",National,Ukraine,Middle,National,"Coffee, Tea and Cocoa"
8.280213125e-09,1.248524295e-09,6.694327048e-10,Moldova,"Coffee, Tea and Cocoa",National,Moldova,Middle,National,"Coffee, Tea and Cocoa"
8.900410077e-09,5.111946515e-10,2.930851580e-10,Russian Federation,"Coffee, Tea and Cocoa",National,Russian Federation,Middle,National,"Coffee, Tea and Cocoa"
7.719018274e-09,3.967015251e-10,1.679361734e-10,Kyrgyz Republic,"Coffee, Tea and Cocoa",National,Kyrgyz Republic,Middle,National,"Coffee, Tea and Cocoa"
1.028301035e-08,4.607083492e-10,2.212113661e-10,"Macedonia, FYR","Coffee, Tea and Cocoa",National,"Macedonia, FYR",Middle,National,"Coffee, Tea and Cocoa"
1.751275478e-08,3.911394119e-10,2.253054828e-10,Serbia,"Coffee, Tea and Cocoa",National,Serbia,Middle,National,"Coffee, Tea and Cocoa"
5.128282928e-09,8.864640071e-11,4.934077632e-11,Albania,"Coffee, Tea and Cocoa",National,Albania,Middle,National,"Coffee, Tea and Cocoa"
1.369535132e-08,1.453257284e-10,9.294120539e-11,Kazakhstan,"Coffee, Tea and Cocoa",National,Kazakhstan,Middle,National,"Coffee, Tea and Cocoa"
0,0,0,Armenia,"Coffee, Tea and Cocoa",National,Armenia,Middle,National,"Coffee, Tea and Cocoa"
1.428924841e-08,1.295228740e-11,4.797448525e-12,Belarus,"Coffee, Tea and Cocoa",National,Belarus,Middle,National,"Coffee, Tea and Cocoa"
6.8e-07,5.640345056e-08,5.3125e-08,Maldives,"Coffee, Tea and Cocoa",National,Maldives,Higher,National,"Coffee, Tea and Cocoa"
9.87e-07,4.467276184e-08,2.158509382e-08,Bhutan,"Coffee, Tea and Cocoa",National,Bhutan,Higher,National,"Coffee, Tea and Cocoa"
9.85e-07,4.640535193e-08,2.154135503e-08,India,"Coffee, Tea and Cocoa",National,India,Higher,National,"Coffee, Tea and Cocoa"
1e-06,4.753077618e-08,2.152759838e-08,Afghanistan,"Coffee, Tea and Cocoa",National,Afghanistan,Higher,National,"Coffee, Tea and Cocoa"
8.23e-07,2.492655299e-08,1.181639363e-08,Bangladesh,"Coffee, Tea and Cocoa",National,Bangladesh,Higher,National,"Coffee, Tea and Cocoa"
1e-06,2.715579659e-08,1.366950346e-08,Nepal,"Coffee, Tea and Cocoa",National,Nepal,Higher,National,"Coffee, Tea and Cocoa"
1e-06,2.982098226e-08,1.173794117e-08,Pakistan,"Coffee, Tea and Cocoa",National,Pakistan,Higher,National,"Coffee, Tea and Cocoa"
9.94e-07,1.614684860e-08,8.791480931e-09,Sri Lanka,"Coffee, Tea and Cocoa",National,Sri Lanka,Higher,National,"Coffee, Tea and Cocoa"
2.531938826e-09,2.100148329e-10,1.978077208e-10,Maldives,"Coffee, Tea and Cocoa",National,Maldives,Higher,National,"Coffee, Tea and Cocoa"
2.031506447e-09,9.194833200e-11,4.442781891e-11,Bhutan,"Coffee, Tea and Cocoa",National,Bhutan,Higher,National,"Coffee, Tea and Cocoa"
5.118625695e-09,2.411488596e-10,1.119412521e-10,India,"Coffee, Tea and Cocoa",National,India,Higher,National,"Coffee, Tea and Cocoa"
2.305436122e-09,1.095791683e-10,4.963050293e-11,Afghanistan,"Coffee, Tea and Cocoa",National,Afghanistan,Higher,National,"Coffee, Tea and Cocoa"
8.689812321e-10,2.631920623e-11,1.247657873e-11,Bangladesh,"Coffee, Tea and Cocoa",National,Bangladesh,Higher,National,"Coffee, Tea and Cocoa"
9.502901672e-10,2.580588648e-11,1.298999473e-11,Nepal,"Coffee, Tea and Cocoa",National,Nepal,Higher,National,"Coffee, Tea and Cocoa"
2.615563541e-09,7.799867395e-11,3.070133096e-11,Pakistan,"Coffee, Tea and Cocoa",National,Pakistan,Higher,National,"Coffee, Tea and Cocoa"
4.715710085e-09,7.660347766e-11,4.170832524e-11,Sri Lanka,"Coffee, Tea and Cocoa",National,Sri Lanka,Higher,National,"Coffee, Tea and Cocoa"
0.349480266,0.028988078,0.027303146,Maldives,"Coffee, Tea and Cocoa",National,Maldives,Higher,National,"Coffee, Tea and Cocoa"
2.118621305,0.095891251,0.046332968,Bhutan,"Coffee, Tea and Cocoa",National,Bhutan,Higher,National,"Coffee, Tea and Cocoa"
339.854316499,16.011227575,7.432408619,India,"Coffee, Tea and Cocoa",National,India,Higher,National,"Coffee, Tea and Cocoa"
3.09180989,0.146956124,0.066559242,Afghanistan,"Coffee, Tea and Cocoa",National,Afghanistan,Higher,National,"Coffee, Tea and Cocoa"
4.941617908,0.149668895,0.070950307,Bangladesh,"Coffee, Tea and Cocoa",National,Bangladesh,Higher,National,"Coffee, Tea and Cocoa"
12.716148345,0.345317138,0.173823434,Nepal,"Coffee, Tea and Cocoa",National,Nepal,Higher,National,"Coffee, Tea and Cocoa"
20.825352231,0.621032459,0.244446759,Pakistan,"Coffee, Tea and Cocoa",National,Pakistan,Higher,National,"Coffee, Tea and Cocoa"
198.378127156,3.222516685,1.754564912,Sri Lanka,"Coffee, Tea and Cocoa",National,Sri Lanka,Higher,National,"Coffee, Tea and Cocoa"
9.8e-08,1.675213675e-07,9.8e-08,El Salvador,"Coffee, Tea and Cocoa",National,El Salvador,Higher,National,"Coffee, Tea and Cocoa"
2.56e-07,1.447145280e-07,1.455372371e-07,Brazil,"Coffee, Tea and Cocoa",National,Brazil,Higher,National,"Coffee, Tea and Cocoa"
6.726759107e-07,3.957699349e-07,2.381048310e-07,Peru,"Coffee, Tea and Cocoa",National,Peru,Higher,National,"Coffee, Tea and Cocoa"
9.37e-07,2.972715736e-07,1.335328488e-07,Bolivia,"Coffee, Tea and Cocoa",National,Bolivia,Higher,National,"Coffee, Tea and Cocoa"
9.51e-07,1.743994132e-07,1.180193596e-07,Guatemala,"Coffee, Tea and Cocoa",National,Guatemala,Higher,National,"Coffee, Tea and Cocoa"
2.19e-07,2.446654005e-08,1.733143400e-08,Mexico,"Coffee, Tea and Cocoa",National,Mexico,Higher,National,"Coffee, Tea and Cocoa"
4.98e-07,4.142405590e-08,2.635617888e-08,Honduras,"Coffee, Tea and Cocoa",National,Honduras,Higher,National,"Coffee, Tea and Cocoa"
,,,Nicaragua,"Coffee, Tea and Cocoa",National,Nicaragua,Higher,National,"Coffee, Tea and Cocoa"
8.08e-07,1.164349016e-08,9.266480114e-09,Jamaica,"Coffee, Tea and Cocoa",National,Jamaica,Higher,National,"Coffee, Tea and Cocoa"
4.79e-07,3.575200499e-10,2.522951485e-10,Colombia,"Coffee, Tea and Cocoa",National,Colombia,Higher,National,"Coffee, Tea and Cocoa"
7.595111168e-10,1.298309601e-09,7.595111168e-10,El Salvador,"Coffee, Tea and Cocoa",National,El Salvador,Higher,National,"Coffee, Tea and Cocoa"
1.375281145e-09,7.774342255e-10,7.818539767e-10,Brazil,"Coffee, Tea and Cocoa",National,Brazil,Higher,National,"Coffee, Tea and Cocoa"
1.444762274e-09,8.500281668e-10,5.113976458e-10,Peru,"Coffee, Tea and Cocoa",National,Peru,Higher,National,"Coffee, Tea and Cocoa"
5.855927160e-09,1.857844911e-09,8.345342967e-10,Bolivia,"Coffee, Tea and Cocoa",National,Bolivia,Higher,National,"Coffee, Tea and Cocoa"
2.732122799e-09,5.010311387e-10,3.390571853e-10,Guatemala,"Coffee, Tea and Cocoa",National,Guatemala,Higher,National,"Coffee, Tea and Cocoa"
1.324610753e-09,1.479846668e-10,1.048283280e-10,Mexico,"Coffee, Tea and Cocoa",National,Mexico,Higher,National,"Coffee, Tea and Cocoa"
9.510014563e-10,7.910509535e-11,5.033085241e-11,Honduras,"Coffee, Tea and Cocoa",National,Honduras,Higher,National,"Coffee, Tea and Cocoa"
,,,Nicaragua,"Coffee, Tea and Cocoa",National,Nicaragua,Higher,National,"Coffee, Tea and Cocoa"
3.184953468e-09,4.589600789e-11,3.652637125e-11,Jamaica,"Coffee, Tea and Cocoa",National,Jamaica,Higher,National,"Coffee, Tea and Cocoa"
3.973149482e-09,2.965512737e-12,2.092706343e-12,Colombia,"Coffee, Tea and Cocoa",National,Colombia,Higher,National,"Coffee, Tea and Cocoa"
0.369614951,0.631820429,0.369614951,El Salvador,"Coffee, Tea and Cocoa",National,El Salvador,Higher,National,"Coffee, Tea and Cocoa"
793.19047677,448.383536897,450.932618971,Brazil,"Coffee, Tea and Cocoa",National,Brazil,Higher,National,"Coffee, Tea and Cocoa"
30.943902530,18.205893947,10.953109165,Peru,"Coffee, Tea and Cocoa",National,Peru,Higher,National,"Coffee, Tea and Cocoa"
63.084644724,20.014163935,8.990258618,Bolivia,"Coffee, Tea and Cocoa",National,Bolivia,Higher,National,"Coffee, Tea and Cocoa"
150.241601411,27.552100020,18.645023754,Guatemala,"Coffee, Tea and Cocoa",National,Guatemala,Higher,National,"Coffee, Tea and Cocoa"
624.279344246,69.744089403,49.404823065,Mexico,"Coffee, Tea and Cocoa",National,Mexico,Higher,National,"Coffee, Tea and Cocoa"
9.76126541,0.811950209,0.516605737,Honduras,"Coffee, Tea and Cocoa",National,Honduras,Higher,National,"Coffee, Tea and Cocoa"
0,0,0,Nicaragua,"Coffee, Tea and Cocoa",National,Nicaragua,Higher,National,"Coffee, Tea and Cocoa"
179.030983898,2.579883045,2.053201797,Jamaica,"Coffee, Tea and Cocoa",National,Jamaica,Higher,National,"Coffee, Tea and Cocoa"
237264.355878418,177.091366061,124.970033172,Colombia,"Coffee, Tea and Cocoa",National,Colombia,Higher,National,"Coffee, Tea and Cocoa"
9.65e-07,1.627318718e-06,1.359154930e-06,Jordan,"Coffee, Tea and Cocoa",National,Jordan,Higher,National,"Coffee, Tea and Cocoa"
9.16e-07,9.366053170e-07,7.829059829e-07,Iraq,"Coffee, Tea and Cocoa",National,Iraq,Higher,National,"Coffee, Tea and Cocoa"
1e-06,3.188775510e-07,1.778726432e-07,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",National,"Egypt, Arab Rep.",Higher,National,"Coffee, Tea and Cocoa"
9.32e-07,1.693929480e-07,1.107282880e-07,Morocco,"Coffee, Tea and Cocoa",National,Morocco,Higher,National,"Coffee, Tea and Cocoa"
4.93e-07,3.972538718e-09,2.774010950e-09,Djibouti,"Coffee, Tea and Cocoa",National,Djibouti,Higher,National,"Coffee, Tea and Cocoa"
9.21e-07,1.688978544e-07,1.142963515e-07,Guatemala,"Coffee, Tea and Cocoa",National,Guatemala,All,National,"Coffee, Tea and Cocoa"
2.17e-07,2.424310133e-08,1.717315606e-08,Mexico,"Coffee, Tea and Cocoa",National,Mexico,All,National,"Coffee, Tea and Cocoa"
7.36e-07,6.122109466e-08,3.895210373e-08,Honduras,"Coffee, Tea and Cocoa",National,Honduras,All,National,"Coffee, Tea and Cocoa"
8.199545238e-07,7.895262607e-08,3.839376686e-08,Nicaragua,"Coffee, Tea and Cocoa",National,Nicaragua,All,National,"Coffee, Tea and Cocoa"
8.15e-07,1.174436199e-08,9.346759026e-09,Jamaica,"Coffee, Tea and Cocoa",National,Jamaica,All,National,"Coffee, Tea and Cocoa"
6.24e-07,4.657463698e-10,3.286684189e-10,Colombia,"Coffee, Tea and Cocoa",National,Colombia,All,National,"Coffee, Tea and Cocoa"
1.814378543e-08,3.101501783e-08,1.814378543e-08,El Salvador,"Coffee, Tea and Cocoa",National,El Salvador,All,National,"Coffee, Tea and Cocoa"
2.730022759e-09,1.543257637e-09,1.552031131e-09,Brazil,"Coffee, Tea and Cocoa",National,Brazil,All,National,"Coffee, Tea and Cocoa"
5.113812052e-09,3.008719401e-09,1.810118863e-09,Peru,"Coffee, Tea and Cocoa",National,Peru,All,National,"Coffee, Tea and Cocoa"
1.380378498e-08,4.379373408e-09,1.967191817e-09,Bolivia,"Coffee, Tea and Cocoa",National,Bolivia,All,National,"Coffee, Tea and Cocoa"
5.395589108e-09,9.894716868e-10,6.695940814e-10,Guatemala,"Coffee, Tea and Cocoa",National,Guatemala,All,National,"Coffee, Tea and Cocoa"
2.334681126e-09,2.608290834e-10,1.847642550e-10,Mexico,"Coffee, Tea and Cocoa",National,Mexico,All,National,"Coffee, Tea and Cocoa"
7.903902842e-09,6.574532392e-10,4.183065807e-10,Honduras,"Coffee, Tea and Cocoa",National,Honduras,All,National,"Coffee, Tea and Cocoa"
1.109973418e-08,1.068782642e-09,5.197368806e-10,Nicaragua,"Coffee, Tea and Cocoa",National,Nicaragua,All,National,"Coffee, Tea and Cocoa"
7.842319844e-09,1.130098688e-10,8.993898624e-11,Jamaica,"Coffee, Tea and Cocoa",National,Jamaica,All,National,"Coffee, Tea and Cocoa"
1.120423259e-08,8.362709380e-12,5.901406104e-12,Colombia,"Coffee, Tea and Cocoa",National,Colombia,All,National,"Coffee, Tea and Cocoa"
104.474714216,178.589255070,104.474714216,El Salvador,"Coffee, Tea and Cocoa",National,El Salvador,All,National,"Coffee, Tea and Cocoa"
4006.090864404,2264.607611308,2277.482015011,Brazil,"Coffee, Tea and Cocoa",National,Brazil,All,National,"Coffee, Tea and Cocoa"
760.701149769,447.559723433,269.262828997,Peru,"Coffee, Tea and Cocoa",National,Peru,All,National,"Coffee, Tea and Cocoa"
1200.0330109,380.721132900,171.017957945,Bolivia,"Coffee, Tea and Cocoa",National,Bolivia,All,National,"Coffee, Tea and Cocoa"
1183.873847617,217.105051828,146.919067711,Guatemala,"Coffee, Tea and Cocoa",National,Guatemala,All,National,"Coffee, Tea and Cocoa"
6339.558511724,708.251425732,501.706118370,Mexico,"Coffee, Tea and Cocoa",National,Mexico,All,National,"Coffee, Tea and Cocoa"
1144.516388964,95.201829060,60.572447153,Honduras,"Coffee, Tea and Cocoa",National,Honduras,All,National,"Coffee, Tea and Cocoa"
341.367696745,32.869964529,15.984291056,Nicaragua,"Coffee, Tea and Cocoa",National,Nicaragua,All,National,"Coffee, Tea and Cocoa"
3959.963480842,57.064103766,45.414508473,Jamaica,"Coffee, Tea and Cocoa",National,Jamaica,All,National,"Coffee, Tea and Cocoa"
2440932.49962928,1821.883734800,1285.668950647,Colombia,"Coffee, Tea and Cocoa",National,Colombia,All,National,"Coffee, Tea and Cocoa"
31.086689916,41.065640576,21.723752562,Ghana,"Coffee, Tea and Cocoa",National,Ghana,Lowest,National,"Coffee, Tea and Cocoa"
13.19615791,3.053959248,1.802507569,Lesotho,"Coffee, Tea and Cocoa",National,Lesotho,Lowest,National,"Coffee, Tea and Cocoa"
11.899660287,1.866027958,1.625414600,Namibia,"Coffee, Tea and Cocoa",National,Namibia,Lowest,National,"Coffee, Tea and Cocoa"
4.250208209,0.884354600,0.580550227,Swaziland,"Coffee, Tea and Cocoa",National,Swaziland,Lowest,National,"Coffee, Tea and Cocoa"
473.617329264,82.843681872,64.692983098,South Africa,"Coffee, Tea and Cocoa",National,South Africa,Lowest,National,"Coffee, Tea and Cocoa"
11639.008472498,2118.108912193,807.703571998,Ethiopia,"Coffee, Tea and Cocoa",National,Ethiopia,Lowest,National,"Coffee, Tea and Cocoa"
90.076622643,7.881408928,3.215644104,"Gambia, The","Coffee, Tea and Cocoa",National,"Gambia, The",Lowest,National,"Coffee, Tea and Cocoa"
62.606768821,2.873847547,2.033743790,Mauritius,"Coffee, Tea and Cocoa",National,Mauritius,Lowest,National,"Coffee, Tea and Cocoa"
60.435059408,3.691141477,1.779595389,Mozambique,"Coffee, Tea and Cocoa",National,Mozambique,Lowest,National,"Coffee, Tea and Cocoa"
199.897951931,4.723263360,2.799573574,Liberia,"Coffee, Tea and Cocoa",National,Liberia,Lowest,National,"Coffee, Tea and Cocoa"
12526.432664145,237.621076412,158.096155190,Kenya,"Coffee, Tea and Cocoa",National,Kenya,Lowest,National,"Coffee, Tea and Cocoa"
293.04677912,3.456270173,3.519700923,Cabo Verde,"Coffee, Tea and Cocoa",National,Cabo Verde,Lowest,National,"Coffee, Tea and Cocoa"
42507.408766493,374.137306274,282.820807303,Nigeria,"Coffee, Tea and Cocoa",National,Nigeria,Lowest,National,"Coffee, Tea and Cocoa"
2329.673460861,29.336541843,15.480895100,Malawi,"Coffee, Tea and Cocoa",National,Malawi,Lowest,National,"Coffee, Tea and Cocoa"
9809.965049951,65.589539400,35.557007582,Mauritania,"Coffee, Tea and Cocoa",National,Mauritania,Lowest,National,"Coffee, Tea and Cocoa"
0,0,0,Benin,"Coffee, Tea and Cocoa",National,Benin,Lowest,National,"Coffee, Tea and Cocoa"
18762.582391035,75.120642486,37.883007673,Burkina Faso,"Coffee, Tea and Cocoa",National,Burkina Faso,Lowest,National,"Coffee, Tea and Cocoa"
12767.573156167,38.378747768,25.778651454,Cote d'Ivoire,"Coffee, Tea and Cocoa",National,Cote d'Ivoire,Lowest,National,"Coffee, Tea and Cocoa"
7646.458922087,24.859661304,15.438752298,Cameroon,"Coffee, Tea and Cocoa",National,Cameroon,Lowest,National,"Coffee, Tea and Cocoa"
1772.798828204,4.060827303,3.579408751,"Congo, Rep.","Coffee, Tea and Cocoa",National,"Congo, Rep.",Lowest,National,"Coffee, Tea and Cocoa"
383.635342616,0.856678828,0.774587438,Gabon,"Coffee, Tea and Cocoa",National,Gabon,Lowest,National,"Coffee, Tea and Cocoa"
47072.154480057,156.186640565,95.042076414,Mali,"Coffee, Tea and Cocoa",National,Mali,Lowest,National,"Coffee, Tea and Cocoa"
8372.326037361,29.851589458,16.904330379,Niger,"Coffee, Tea and Cocoa",National,Niger,Lowest,National,"Coffee, Tea and Cocoa"
1081.204783184,3.672608020,2.183030472,Togo,"Coffee, Tea and Cocoa",National,Togo,Lowest,National,"Coffee, Tea and Cocoa"
48976.26710559,160.079194793,98.886612805,Senegal,"Coffee, Tea and Cocoa",National,Senegal,Lowest,National,"Coffee, Tea and Cocoa"
39871.858536421,116.377186397,80.504155786,Chad,"Coffee, Tea and Cocoa",National,Chad,Lowest,National,"Coffee, Tea and Cocoa"
581.04368022,1.770041398,0.996420655,Rwanda,"Coffee, Tea and Cocoa",National,Rwanda,Lowest,National,"Coffee, Tea and Cocoa"
74563.880018706,102.873265268,82.307992068,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",National,"Congo, Dem. Rep.",Lowest,National,"Coffee, Tea and Cocoa"
0,0,0,Burundi,"Coffee, Tea and Cocoa",National,Burundi,Lowest,National,"Coffee, Tea and Cocoa"
95877.317081295,147.188129257,68.033223594,Tanzania,"Coffee, Tea and Cocoa",National,Tanzania,Lowest,National,"Coffee, Tea and Cocoa"
92613.126261686,86.065119816,44.313560737,Madagascar,"Coffee, Tea and Cocoa",National,Madagascar,Lowest,National,"Coffee, Tea and Cocoa"
34502.508660931,34.497644493,15.844587681,Uganda,"Coffee, Tea and Cocoa",National,Uganda,Lowest,National,"Coffee, Tea and Cocoa"
17975.738364589,8.026452997,4.518688501,Sierra Leone,"Coffee, Tea and Cocoa",National,Sierra Leone,Lowest,National,"Coffee, Tea and Cocoa"
74514.844877885,17.612896236,15.533190917,Zambia,"Coffee, Tea and Cocoa",National,Zambia,Lowest,National,"Coffee, Tea and Cocoa"
1841.178556083,0.586844595,0.321543089,Guinea,"Coffee, Tea and Cocoa",National,Guinea,Lowest,National,"Coffee, Tea and Cocoa"
362.011047979,0.024438497,0.019569644,Sao Tome and Principe,"Coffee, Tea and Cocoa",National,Sao Tome and Principe,Lowest,National,"Coffee, Tea and Cocoa"
9.33e-07,1.581355932e-06,9.33e-07,Timor Leste,"Coffee, Tea and Cocoa",National,Timor Leste,Lowest,National,"Coffee, Tea and Cocoa"
4.23e-07,2.408883827e-07,2.205422315e-07,Fiji,"Coffee, Tea and Cocoa",National,Fiji,Lowest,National,"Coffee, Tea and Cocoa"
9.3e-08,4.744897959e-08,3.420375138e-08,Papua New Guinea,"Coffee, Tea and Cocoa",National,Papua New Guinea,Lowest,National,"Coffee, Tea and Cocoa"
